ip;asn;holder
212.27.54.252;12322;PROXAD - Free SAS
212.31.160.102;57084;BJAREKRAFT - Bjare Kraft AB
212.31.160.129;57084;BJAREKRAFT - Bjare Kraft AB
212.54.0.3;719;ELISA-AS - Elisa Oyj
212.71.0.33;9031;EDPNET - EDPNET NV
212.86.212.11;12480;ASILK - ILK Internet.Gmbh
212.86.212.12;12480;ASILK - ILK Internet.Gmbh
212.86.212.13;12480;ASILK - ILK Internet.Gmbh
213.135.0.7;12941;INTERSAAR-AS - intersaar GmbH
213.135.3.67;12941;INTERSAAR-AS - intersaar GmbH
213.154.124.1;-1;NO HOLDER
213.160.40.6;21232;GGAMAUR - Genossenschaft GGA Maur
213.160.41.6;21232;GGAMAUR - Genossenschaft GGA Maur
213.166.201.3;12727;VIALIS - VIALIS SAEM
213.209.104.220;15943;WTNET-AS - wilhelm.tel GmbH
213.209.104.250;15943;WTNET-AS - wilhelm.tel GmbH
213.221.143.240;15547;NETPLUS - netplus.ch SA
213.221.144.240;15547;NETPLUS - netplus.ch SA
213.250.192.1;28851;FORTECH-CZ - Nordic Telecom s.r.o
213.250.194.1;28851;FORTECH-CZ - Nordic Telecom s.r.o
213.46.172.36;6830;LIBERTYGLOBAL - Liberty Global B.V.
213.46.172.37;6830;LIBERTYGLOBAL - Liberty Global B.V.
213.46.172.38;6830;LIBERTYGLOBAL - Liberty Global B.V.
213.46.172.39;6830;LIBERTYGLOBAL - Liberty Global B.V.
213.46.228.196;6830;LIBERTYGLOBAL - Liberty Global B.V.
213.46.246.53;6830;LIBERTYGLOBAL - Liberty Global B.V.
213.57.2.5;12849;HOTNET-IL - Hot-Net internet services Ltd.
213.57.22.5;12849;HOTNET-IL - Hot-Net internet services Ltd.
213.75.63.78;8737;PT - KPN B.V.
213.75.63.79;8737;PT - KPN B.V.
213.85.204.190;8615;CNT-AS - "Central Telegraph" Public Joint-stock Company
213.85.204.220;8615;CNT-AS - "Central Telegraph" Public Joint-stock Company
213.87.74.21;35473;MTSNET-URAL-AS - MTS PJSC
213.87.74.5;35473;MTSNET-URAL-AS - MTS PJSC
216.17.3.137;10242;USINTERNET
217.0.43.81;3320;DTAG - Deutsche Telekom AG
217.145.192.3;12426;MADNET-AS - Slovanet a.s.
217.145.194.1;12426;MADNET-AS - Slovanet a.s.
217.16.112.21;25447;JM-DATA - JM-DATA GmbH
217.16.112.22;25447;JM-DATA - JM-DATA GmbH
217.169.20.20;20712;AS20712 - Andrews & Arnold Ltd
217.169.20.21;20712;AS20712 - Andrews & Arnold Ltd
217.218.155.155;12880;DCI-AS - Information Technology Company (ITC)
217.237.149.142;3320;DTAG - Deutsche Telekom AG
217.237.150.205;3320;DTAG - Deutsche Telekom AG
217.31.204.130;25192;CZNIC-AS - CZ.NIC, z.s.p.o.
218.219.82.240;4721;JCN Jupiter Telecommunications Co.
219.106.231.122;9600;SONYTELECOM So-net Corporation
219.250.36.130;9318;SKB-AS SK Broadband Co Ltd
220.208.109.240;4721;JCN Jupiter Telecommunications Co.
23.132.96.132;42615;IGLOO22225 - Jacob Slater
23.132.96.20;42615;IGLOO22225 - Jacob Slater
24.116.0.53;645190;
24.116.2.50;645190;
24.138.252.19;14638;LCPRL
24.222.0.94;11260;EASTLINK-HSI
24.222.0.95;11260;EASTLINK-HSI
24.55.102.2;14638;LCPRL
2400:7800:0:3001::1:1;4713;OCN NTT Communications Corporation
2400:7800:0:3001::2:1;4713;OCN NTT Communications Corporation
2401:4900:50:9::8;9498;BBIL-AP BHARTI Airtel Ltd.
2401:7400:c802:1a05:beee:7bff:fe55:f3a7;4773;MOBILEONELTD-AS-AP MobileOne Ltd. Mobile/Internet Service Provider Singapore
2401:d002:7102:1::1;38195;SUPERLOOP-AS-AP Superloop
2401:d002:7102::1;38195;SUPERLOOP-AS-AP Superloop
2403:5800:100:1::142;4764;WIDEBAND-AS-AP Aussie Broadband
2403:5800:1:5::242;4764;WIDEBAND-AS-AP Aussie Broadband
2403:5800:5100:fa00:103f:e1ff:fedc:5354;4764;WIDEBAND-AS-AP Aussie Broadband
2403:5800:5100:fa00:f846:a9ff:fe13:8b62;4764;WIDEBAND-AS-AP Aussie Broadband
2403:5800:7100:b700:14b9:3aff:fee3:ffdb;4764;WIDEBAND-AS-AP Aussie Broadband
2403:5800:7100:b700:4834:3bff:feb4:203b;4764;WIDEBAND-AS-AP Aussie Broadband
2403:5800:7100:b700:70ac:70ff:fed4:bacf;4764;WIDEBAND-AS-AP Aussie Broadband
2403:5800:7100:b700:bcfe:34ff:fe8d:3209;4764;WIDEBAND-AS-AP Aussie Broadband
2403:5800:7100:b700:c39:54ff:fec2:2714;4764;WIDEBAND-AS-AP Aussie Broadband
2403:5800:7300:8600::1;4764;WIDEBAND-AS-AP Aussie Broadband
2403:7800:2001:1300::70;10010;TOKAI TOKAI Communications Corporation
2403:7800:2001:1400::80;10010;TOKAI TOKAI Communications Corporation
2404:a800:0:14::1:1010;9498;BBIL-AP BHARTI Airtel Ltd.
2406:e001:2:1b01:5c83:3bae:ffed:7f71;-1;NO HOLDER
2406:e400:deed:200:5ca0:86ff:fee2:4bdb;7642;DHIRAAGU-MV-AP DHIVEHI RAAJJEYGE GULHUN PLC
2406:e400:deed:200:98a7:1bff:fe62:4da0;7642;DHIRAAGU-MV-AP DHIVEHI RAAJJEYGE GULHUN PLC
2407:5400:219:6800:1a03:73ff:fee9:4483;17551;DCSINTERNET-AS-AP DCS Internet
2407:7000:841f:f200::254;9500;VODAFONE-TRANSIT-AS Vodafone NZ Ltd.
240b:10:a100:a00:10:101:0:201;2516;KDDI KDDI CORPORATION
240b:10:b181:f00:fab7:97ff:fe3b:e484;2516;KDDI KDDI CORPORATION
2600:1700:1151:269f::1;7018;ATT-INTERNET4
2600:1700:13b0:e3a0::1;7018;ATT-INTERNET4
2600:1700:13b0:e3a0::16a;7018;ATT-INTERNET4
2600:1700:1b50:4e90::1;7018;ATT-INTERNET4
2600:1700:2ec0:6430::1;7018;ATT-INTERNET4
2600:1700:3fe0:87d0::1;7018;ATT-INTERNET4
2600:1700:4ca0:b268::1;7018;ATT-INTERNET4
2600:1700:6ec0:1c80::1;7018;ATT-INTERNET4
2600:1700:70d0:6e30::1;7018;ATT-INTERNET4
2600:1700:7e3:b01f::1;7018;ATT-INTERNET4
2600:1700:e200:5e70::1;7018;ATT-INTERNET4
2600:1700:e260:3b40::1;7018;ATT-INTERNET4
2600:6c40:7b7f:7700::3;20115;CHARTER-20115
2600:6c40:7b7f:7700::4;20115;CHARTER-20115
2600:6c40:7b80:4e00::3;20115;CHARTER-20115
2600:6c40:7b80:4e00::4;20115;CHARTER-20115
2600:8803:7880:af03:230:18ff:fecb:b03a;22773;ASN-CXA-ALL-CCI-22773-RDC
2600:8806:500:2d8::1;22773;ASN-CXA-ALL-CCI-22773-RDC
2601:186:4300:b18::1;7922;COMCAST-7922
2601:186:4300:bc::1;7922;COMCAST-7922
2601:191:200:188b:20c:29ff:fe6f:d92b;7922;COMCAST-7922
2601:1c0:4300:97b2::1;7922;COMCAST-7922
2601:245:c000:4b::1;7922;COMCAST-7922
2601:44:8600:e9a:6238:e0ff:fead:d7df;7922;COMCAST-7922
2601:5c8:4402:b90:21b:21ff:fec0:31d9;7922;COMCAST-7922
2601:5c9:4280:30:215:17ff:fe73:25cc;7922;COMCAST-7922
2601:5c9:4280:31:215:17ff:fe73:25cc;7922;COMCAST-7922
2601:600:9d80:bb1::1;7922;COMCAST-7922
2601:647:4900:f281:66a5:c3ff:fe5e:a51;7922;COMCAST-7922
2601:647:4c01:9bf6:20d:b9ff:fe37:ed86;7922;COMCAST-7922
2601:647:5600:7d20::1d3;7922;COMCAST-7922
2601:801:400:e0:1cdd:2ff:fe12:3a41;7922;COMCAST-7922
2601:801:400:e0:3c9b:8dff:feec:cdd9;7922;COMCAST-7922
2601:801:400:e0:80d5:c9ff:fe1e:dfe2;7922;COMCAST-7922
2601:801:400:e0:c871:e7ff:fe5e:ca44;7922;COMCAST-7922
2601:82:4380:68fd::1;7922;COMCAST-7922
2601:82:8200:1c2:3e37:86ff:fed8:dc5;7922;COMCAST-7922
2601:987:300:95e::1;7922;COMCAST-7922
2602:4b:a8fe:cf00::1;209;CENTURYLINK-US-LEGACY-QWEST
2604:3d08:4e81:1600:4262:31ff:fe06:b003;6327;SHAW
2604:6000:64c0:4642:6a1c:a2ff:fe12:7eec;11351;TWC-11351-NORTHEAST
2605:6000:1023:c918::1;11427;TWC-11427-TEXAS
2605:a000:1112:e016:28b0:daff:fe44:2dd9;10796;TWC-10796-MIDWEST
2605:a000:1112:e016:644e:82ff:fe2d:5513;10796;TWC-10796-MIDWEST
2605:a601:51f8:4803:d6be:d9ff:feed:c816;16591;GOOGLE-FIBER
2605:e000:35c7:4a15:20c:29ff:fec0:ea09;20001;TWC-20001-PACWEST
2605:e000:a440:3703:250:56ff:fe97:45ac;20001;TWC-20001-PACWEST
2606:4700:4700::1001;13335;CLOUDFLARENET
2606:6000:c383:c600:208:a2ff:fe0d:485d;20001;TWC-20001-PACWEST
2606:700:e:550:5c82:28ff:feff:375e;54054;DETEQUE
2606:a000:1010:80be::1;11426;TWC-11426-CAROLINAS
2606:a000:1100:8162:3223:3ff:fe6b:241e;11426;TWC-11426-CAROLINAS
2607:9880:2087:ffe9::1;812;ROGERS-COMMUNICATIONS
2607:e480:0:2:74c:8c37:d976:2ea;395748;NS
2607:f060:2:1::1;11404;AS-WAVE-1
2607:f060:2::1;11404;AS-WAVE-1
2607:f2c0::1;5645;TEKSAVVY
2607:f2c0::2;5645;TEKSAVVY
2607:f2c0:e658:50:f2ad:4eff:fe09:bd53;5645;TEKSAVVY
2607:f428:ffff:ffff::1;-1;NO HOLDER
2607:fea8:bd40:1c34:20e:c4ff:fed4:a115;812;ROGERS-COMMUNICATIONS
2610:a1:1018::3;397213;ULTRADNS
2610:a1:1018::3;397218;ULTRADNS
2610:a1:1019::3;397238;ULTRADNS
2610:a1:1019::3;397232;ULTRADNS
2610:a1:1019::3;397224;ULTRADNS
2610:a1:1019::3;397215;ULTRADNS
2610:a1:1019::3;397219;ULTRADNS
2610:a1:1019::3;397223;ULTRADNS
2610:a1:1019::3;397220;ULTRADNS
2620:0:ccd::2;36692;OPENDNS
2620:119:35::35;36692;OPENDNS
2620:119:53::53;36692;OPENDNS
2620:fe::fe;19281;QUAD9-AS-1
27.122.112.1;38195;SUPERLOOP-AS-AP Superloop
27.122.121.1;38195;SUPERLOOP-AS-AP Superloop
2800:810:100:1:200:115:192:28;27747;Telecentro S.A.
2800:810:100:2:190:55:60:130;27747;Telecentro S.A.
2800:810:100:4:181:47:248:145;27747;Telecentro S.A.
2800:810:100::11;27747;Telecentro S.A.
2800:810:100::d;27747;Telecentro S.A.
2800:a4:200:5900::1;6057;Administracion Nacional de Telecomunicaciones
2800:a4:204:1100::1;6057;Administracion Nacional de Telecomunicaciones
2800:a4:204:f00::1;6057;Administracion Nacional de Telecomunicaciones
2800:a4:207:1c00::1;6057;Administracion Nacional de Telecomunicaciones
2800:a4:211:6100::1;6057;Administracion Nacional de Telecomunicaciones
2800:a4:215:db00::1;6057;Administracion Nacional de Telecomunicaciones
2800:a4:21b:9800::1;6057;Administracion Nacional de Telecomunicaciones
2800:a4:21b:bc00::1;6057;Administracion Nacional de Telecomunicaciones
2800:a4:21c:2200::1;6057;Administracion Nacional de Telecomunicaciones
2800:a4:21d:900::1;6057;Administracion Nacional de Telecomunicaciones
2800:a4:21e:c000::1;6057;Administracion Nacional de Telecomunicaciones
2800:a4:224:7300::1;6057;Administracion Nacional de Telecomunicaciones
2800:a4:227:9f00::1;6057;Administracion Nacional de Telecomunicaciones
2800:a4:227:d600::1;6057;Administracion Nacional de Telecomunicaciones
2800:a4:231:ed00::1;6057;Administracion Nacional de Telecomunicaciones
2800:a4:234:5c00::1;6057;Administracion Nacional de Telecomunicaciones
2800:a4:236:7200::1;6057;Administracion Nacional de Telecomunicaciones
2800:a4:238:8400::1;6057;Administracion Nacional de Telecomunicaciones
2800:a4:239:6b00::1;6057;Administracion Nacional de Telecomunicaciones
2800:a4:23b:2600::1;6057;Administracion Nacional de Telecomunicaciones
2800:a4:23c:b400::1;6057;Administracion Nacional de Telecomunicaciones
2800:a4:240:4100::1;6057;Administracion Nacional de Telecomunicaciones
2800:a4:254:bb00::1;6057;Administracion Nacional de Telecomunicaciones
2800:a4:25d:8300::1;6057;Administracion Nacional de Telecomunicaciones
2800:a4:25e:8e00::1;6057;Administracion Nacional de Telecomunicaciones
2800:a4:261:cd00::1;6057;Administracion Nacional de Telecomunicaciones
2803:5840:f0ca:ceda::abc1;262145;Cooperativa de Electrificacion Rural de San Carlos R.L. (Coopelesca R.L.)
2804:14c:24:8042:2ce2:abff:fedc:2e85;28573;CLARO S.A.
2804:14c:24:820d:2ce2:abff:fedc:2e85;28573;CLARO S.A.
2804:14c:b6:9179::1;28573;CLARO S.A.
2806:1020:ffff:103::e;8151;Uninet S.A. de C.V.
2806:1030:ffff:103::e;8151;Uninet S.A. de C.V.
2a00:1028:9194:9962:828c:97ff:fe93:fe67;5610;O2-CZECH-REPUBLIC - O2 Czech Republic, a.s.
2a00:1828:a009:10:0:2::;34240;MANITU - manitu GmbH
2a00:1aa8::4;42189;EUROSIGNAL-AS - Druzstvo EUROSIGNAL
2a00:1d78:1::3;44050;PIN-AS - Petersburg Internet Network ltd.
2a00:1d78:1::4;44050;PIN-AS - Petersburg Internet Network ltd.
2a00:23c7:cf17:4b00:428d:5cff:fef7:6765;2856;BT-UK-AS - British Telecommunications PLC
2a00:5881:4008:b10::2;51083;GRENODE - Grenode
2a00:5a60::ad1:ff;199274;MNGTNET - Serveroid, LLC
2a00:5a60::ad2:ff;199274;MNGTNET - Serveroid, LLC
2a00:6020:13b4:4300:6eb3:11ff:fe1b:f40e;60294;DE-DGW - Deutsche Glasfaser Wholesale GmbH
2a00:6020:13c2:d100:6eb3:11ff:fe1b:f40e;60294;DE-DGW - Deutsche Glasfaser Wholesale GmbH
2a00:ac00:4000:410::;51728;SELTIMIL-AS - Seltimil Oy
2a00:bda0:dcba:dcba::1;42525;GLOBALCONNECT-NETWORK - GlobalConnect A/S
2a00:ca8:a1f:119d::1;30764;PODA-AS - PODA a.s.
2a01:170:1064:2a75:a848:7884:ba9:62b8;8820;TAL-DE - TAL.DE Klaus Internet Service GmbH
2a01:170:116c:c001::1;8820;TAL-DE - TAL.DE Klaus Internet Service GmbH
2a01:260:4130:2::1;34779;T-2-AS - T-2, d.o.o.
2a01:348:1ea:d::2c;39326;HSO-GROUP - HighSpeed Office Limited
2a01:510:d501:4888::1;43708;METRONET - METRONET s.r.o.
2a01:66a0:faf5::1;202208;TEUTEL - teutel GmbH
2a01:79d:4699:2cc9::1;29695;ALTIBOX_AS - Altibox AS
2a01:79d:7370:13ee::1;29695;ALTIBOX_AS - Altibox AS
2a01:7e00:e001:d912::2;63949;LINODE-AP Linode
2a01:b000:d:dc1::12:45;35266;EXN-AS - EX Networks Limited
2a01:cb00:2c2:2d00:3293:bcff:fe1e:a280;3215;AS3215 - Orange S.A.
2a01:cb00:345:c000:3649:5bff:feab:ade0;3215;AS3215 - Orange S.A.
2a01:cb00:60e:9500:769d:79ff:fe7b:ba28;3215;AS3215 - Orange S.A.
2a01:cb00:656:5d00:da7d:7fff:fecb:c0e8;3215;AS3215 - Orange S.A.
2a01:cb00:713:1800:924d:4aff:fea4:aeb0;3215;AS3215 - Orange S.A.
2a01:cb00:82ce:1300:46a6:1eff:feb3:c6a0;3215;AS3215 - Orange S.A.
2a01:cb00:84d1:8700:7ab2:13ff:feb3:6056;3215;AS3215 - Orange S.A.
2a01:cb00:8714:a700:162e:5eff:fe95:c986;3215;AS3215 - Orange S.A.
2a01:cb00:896:7900:46a6:1eff:fef0:b220;3215;AS3215 - Orange S.A.
2a01:cb00:b41:9d00:a63e:51ff:fe6c:adc6;3215;AS3215 - Orange S.A.
2a01:cb00:c9a:b300:62ce:86ff:fe69:133a;3215;AS3215 - Orange S.A.
2a01:cb00:e32:6900:aa6a:bbff:fe7a:3330;3215;AS3215 - Orange S.A.
2a01:cb00:e:1f00:7a81:2ff:fe33:a628;3215;AS3215 - Orange S.A.
2a01:cb04:5e3:5f00:ba66:85ff:fe82:dd20;3215;AS3215 - Orange S.A.
2a01:cb04:5f6:1c00:d6f8:29ff:fe94:d6c0;3215;AS3215 - Orange S.A.
2a01:cb04:748:e400:f282:61ff:fec7:9f0e;3215;AS3215 - Orange S.A.
2a01:cb05:8414:c300:d257:94ff:fe3e:e27a;3215;AS3215 - Orange S.A.
2a01:cb05:8466:db00:86a1:d1ff:fe9f:3ea2;3215;AS3215 - Orange S.A.
2a01:cb05:88f1:1c00:a63e:51ff:feba:9cc6;3215;AS3215 - Orange S.A.
2a01:cb05:8916:ba00:2cb:51ff:febb:171c;3215;AS3215 - Orange S.A.
2a01:cb05:8e9a:500:3e98:72ff:fe22:68b8;3215;AS3215 - Orange S.A.
2a01:cb08:141:3300:46a6:1eff:fe8d:e0d6;3215;AS3215 - Orange S.A.
2a01:cb08:542:a300:5664:d9ff:fe3e:27d2;3215;AS3215 - Orange S.A.
2a01:cb08:5a:3f00:1a62:2cff:fea2:c5b3;3215;AS3215 - Orange S.A.
2a01:cb08:821d:c500:d660:e3ff:fe12:762e;3215;AS3215 - Orange S.A.
2a01:cb08:862f:6b00:a63e:51ff:fe9e:2760;3215;AS3215 - Orange S.A.
2a01:cb08:88a5:1c00:46a6:1eff:fe8a:db76;3215;AS3215 - Orange S.A.
2a01:cb08:8a71:ff00:7a94:b4ff:fe45:8b9c;3215;AS3215 - Orange S.A.
2a01:cb08:8ba8:5800:1a62:2cff:fea5:d9f;3215;AS3215 - Orange S.A.
2a01:cb08:8ccc:4000:7a81:2ff:fe5e:dc70;3215;AS3215 - Orange S.A.
2a01:cb08:8e05:fb00:a63e:51ff:fe85:95d6;3215;AS3215 - Orange S.A.
2a01:cb0c:489:7400:a63e:51ff:fe94:e40;3215;AS3215 - Orange S.A.
2a01:cb0c:62:400:86a4:23ff:fef8:ab2e;3215;AS3215 - Orange S.A.
2a01:cb0c:84a8:5700:eebe:ddff:fe86:6710;3215;AS3215 - Orange S.A.
2a01:cb0c:84f7:2500:3e98:72ff:fe25:d056;3215;AS3215 - Orange S.A.
2a01:cb10:678:3400:46a6:1eff:fe7c:3506;3215;AS3215 - Orange S.A.
2a01:cb11:5d:da01::1;3215;AS3215 - Orange S.A.
2a01:cb11:73:b500:211:32ff:fe3e:e729;3215;AS3215 - Orange S.A.
2a01:cb11:73:b500:d660:e3ff:fec5:9fc4;3215;AS3215 - Orange S.A.
2a01:cb14:1c5:c000:5664:d9ff:fefa:cab8;3215;AS3215 - Orange S.A.
2a01:cb15:1b8:3f00:7e03:d8ff:fe74:738e;3215;AS3215 - Orange S.A.
2a01:cb15:449:ae00:a87:c6ff:fe32:5320;3215;AS3215 - Orange S.A.
2a01:cb15:82a0:3700:8ef8:13ff:fe4b:19a8;3215;AS3215 - Orange S.A.
2a01:cb18:b57:8800:b6a5:efff:fe80:db60;3215;AS3215 - Orange S.A.
2a01:cb1c:12d:6500:1a1e:78ff:fe4a:fe0;3215;AS3215 - Orange S.A.
2a01:cb1c:e6c:2000:3649:5bff:fe2d:2210;3215;AS3215 - Orange S.A.
2a01:cb1d:89c9:d900:327c:b2ff:fe96:bea6;3215;AS3215 - Orange S.A.
2a01:cb20:8023:3600:3293:bcff:fe21:6c10;3215;AS3215 - Orange S.A.
2a01:e00::1;12322;PROXAD - Free SAS
2a01:e00::2;12322;PROXAD - Free SAS
2a01:e0a:1ee:5502::1;12322;PROXAD - Free SAS
2a01:e0a:1f0:a7b0::1;12322;PROXAD - Free SAS
2a01:e0a:260:75b0::130;12322;PROXAD - Free SAS
2a01:e0a:291:7b51::;12322;PROXAD - Free SAS
2a01:e0a:2b7:70e1::1;12322;PROXAD - Free SAS
2a01:e0a:2c0:c560:cb21:c788:b359:9ba;12322;PROXAD - Free SAS
2a01:e0a:2d1:e864::7;12322;PROXAD - Free SAS
2a01:e0a:3b0:1321::1;12322;PROXAD - Free SAS
2a01:e0a:3c9:180:1::1;12322;PROXAD - Free SAS
2a01:e0a:808:c0a0:5e4f:3497:fd40:d931;12322;PROXAD - Free SAS
2a01:e34:ef5b:1211:b5c4:7c1d:55f8:b7d;12322;PROXAD - Free SAS
2a02:1203:ecb2:c9a0:4a8d:36ff:fe38:694b;3303;SWISSCOM - Swisscom (Schweiz) AG
2a02:1203:ecb6:6940:ead1:1bff:fed7:98a0;3303;SWISSCOM - Swisscom (Schweiz) AG
2a02:1205:500c:cc30:a2b5:49ff:fe00:4a50;3303;SWISSCOM - Swisscom (Schweiz) AG
2a02:1205:502a:8470:7eb7:33ff:fe9e:5349;3303;SWISSCOM - Swisscom (Schweiz) AG
2a02:1205:5048:9230:a2b5:49ff:fe28:c880;3303;SWISSCOM - Swisscom (Schweiz) AG
2a02:1205:505b:2b70:4a8d:36ff:fe20:a5e8;3303;SWISSCOM - Swisscom (Schweiz) AG
2a02:120b:2c0f:7d60:1eb0:44ff:feda:6840;3303;SWISSCOM - Swisscom (Schweiz) AG
2a02:121f:12a9:1002::1;3303;SWISSCOM - Swisscom (Schweiz) AG
2a02:13b8::53;15614;DRAGON - Dragon Internet a.s.
2a02:168:420b:c::21;13030;INIT7 - Init7 (Switzerland) Ltd.
2a02:168:420b:c::30;13030;INIT7 - Init7 (Switzerland) Ltd.
2a02:168:5a3f:21::1;13030;INIT7 - Init7 (Switzerland) Ltd.
2a02:168:62ed::1;13030;INIT7 - Init7 (Switzerland) Ltd.
2a02:168:79ef:1002::1;13030;INIT7 - Init7 (Switzerland) Ltd.
2a02:169:179e:0:10::4;13030;INIT7 - Init7 (Switzerland) Ltd.
2a02:1800:100::41:1;6848;TELENET-AS - Telenet BVBA
2a02:1800:100::41:2;6848;TELENET-AS - Telenet BVBA
2a02:1800:100::43:1;6848;TELENET-AS - Telenet BVBA
2a02:1800:100::43:2;6848;TELENET-AS - Telenet BVBA
2a02:1800:100::44:1;6848;TELENET-AS - Telenet BVBA
2a02:1800:100::44:2;6848;TELENET-AS - Telenet BVBA
2a02:1800:100::45:1;6848;TELENET-AS - Telenet BVBA
2a02:1800:100::45:2;6848;TELENET-AS - Telenet BVBA
2a02:1812:2c13:c530:280f:c6ff:fef3:727b;6848;TELENET-AS - Telenet BVBA
2a02:2148:81:8053::8053;1241;FORTHNET-GR - Forthnet
2a02:2148:82:8053::53;1241;FORTHNET-GR - Forthnet
2a02:2148:82:8053::8053;1241;FORTHNET-GR - Forthnet
2a02:2148:84:8053::53;1241;FORTHNET-GR - Forthnet
2a02:2148:84:8053::8053;1241;FORTHNET-GR - Forthnet
2a02:2168:208:1::1;42610;NCNET-AS - PJSC Rostelecom
2a02:2168:208:2::1;42610;NCNET-AS - PJSC Rostelecom
2a02:21b0:b977:b259:7eb7:33ff:fe0f:6d75;57370;WINGO - Swisscom (Schweiz) AG
2a02:2457:10c:101::126;20880;TELECOLUMBUS - Tele Columbus AG
2a02:2457:20c:101::126;20880;TELECOLUMBUS - Tele Columbus AG
2a02:2788:294:438::1;12392;ASBRUTELE - Brutele SC
2a02:2788:fff0:7::3;12392;ASBRUTELE - Brutele SC
2a02:2f01:6009:7500::1;8708;RCS-RDS - RCS & RDS SA
2a02:2f01:6109:d400::1;8708;RCS-RDS - RCS & RDS SA
2a02:2f01:6608:aa00::1;8708;RCS-RDS - RCS & RDS SA
2a02:2f01:671a:4a00::1;8708;RCS-RDS - RCS & RDS SA
2a02:430::1:11:2;12941;INTERSAAR-AS - intersaar GmbH
2a02:560:4201:400:9e70:3d62:241a:f882;13045;HTP-AS - htp GmbH
2a02:560:420b:a700:b030:8ff:fe1a:e619;13045;HTP-AS - htp GmbH
2a02:560:4220:c000:a431:8344:d811:d0d4;13045;HTP-AS - htp GmbH
2a02:560:4244:1e00:c03c:e847:4f8b:6b;13045;HTP-AS - htp GmbH
2a02:560:424d:8400:b030:8ff:fe1a:e619;13045;HTP-AS - htp GmbH
2a02:560:426c:8400:690a:870d:889f:a0ca;13045;HTP-AS - htp GmbH
2a02:560:427d:5000:bd6c:3007:a863:a00f;13045;HTP-AS - htp GmbH
2a02:560:4282:2a00:62a1:efaf:eb27:6977;13045;HTP-AS - htp GmbH
2a02:560:4288:7400:7afd:696f:dc45:2148;13045;HTP-AS - htp GmbH
2a02:560:428a:7100:63a4:61dd:532c:6a39;13045;HTP-AS - htp GmbH
2a02:560:429b:5400:68e9:e17:e842:9d59;13045;HTP-AS - htp GmbH
2a02:560:429c:fb00:cc43:275f:6494:5e3f;13045;HTP-AS - htp GmbH
2a02:560:42ab:d300:8311:f271:7719:cf22;13045;HTP-AS - htp GmbH
2a02:560:42b3:200:b030:8ff:fe1a:e619;13045;HTP-AS - htp GmbH
2a02:560:42cf:eb00:9a:d164:8937:e63f;13045;HTP-AS - htp GmbH
2a02:560:42ea:a200:b030:8ff:fe1a:e619;13045;HTP-AS - htp GmbH
2a02:578:1001:3:212:71:8:10;9031;EDPNET - EDPNET NV
2a02:578:8000:2:212:71:0:33;9031;EDPNET - EDPNET NV
2a02:578:857d:1:bf19:53ac:a030:5c00;9031;EDPNET - EDPNET NV
2a02:58:97:de09::1;25596;CAMBRIUM-AS - Cambrium IT Services B.V.
2a02:6b8::feed:a11;13238;YANDEX - YANDEX LLC
2a02:8010:1:0:212:23:3:100;13037;ZEN-AS - Zen Internet Ltd
2a02:8010:6491:1::10;13037;ZEN-AS - Zen Internet Ltd
2a02:8011:2002::3;13037;ZEN-AS - Zen Internet Ltd
2a02:8070:6191:500:d63f:cbff:fe98:64fd;6830;LIBERTYGLOBAL - Liberty Global B.V.
2a02:8070:61a4:c280:d63f:cbff:fe98:64fd;6830;LIBERTYGLOBAL - Liberty Global B.V.
2a02:8070:61c6:b180:d63f:cbff:fe98:64fd;6830;LIBERTYGLOBAL - Liberty Global B.V.
2a02:8070:a1b4:3200:d43f:d5ff:fe39:30c7;6830;LIBERTYGLOBAL - Liberty Global B.V.
2a02:8070:a2b3:5500:20d:b9ff:fe4d:f455;6830;LIBERTYGLOBAL - Liberty Global B.V.
2a02:8071:ca3:2200:d63f:cbff:fe86:72eb;6830;LIBERTYGLOBAL - Liberty Global B.V.
2a02:8100:c0:271::4:1101;3209;VODANET - Vodafone GmbH
2a02:8100:c0:279::4:1101;3209;VODANET - Vodafone GmbH
2a02:8106:9:1b00::;3209;VODANET - Vodafone GmbH
2a02:8108:45c0:36ec:d63f:cbff:fe9a:42b8;3209;VODANET - Vodafone GmbH
2a02:8109:1b40:4ca8:ecad:17a5:1b6e:229b;3209;VODANET - Vodafone GmbH
2a02:810c:c1c0:59f0:20d:b9ff:fe45:ce7a;3209;VODANET - Vodafone GmbH
2a02:810c:cfc0:474:8a71:b1ff:fea3:619f;3209;VODANET - Vodafone GmbH
2a02:8429:82aa:9401::1;15557;LDCOMNET - SFR SA
2a02:842a:8018:1::1;15557;LDCOMNET - SFR SA
2a02:8432:2cb1:ef01::1;15557;LDCOMNET - SFR SA
2a02:8432:3381:c201::1;15557;LDCOMNET - SFR SA
2a02:8432:34f1:9601::1;15557;LDCOMNET - SFR SA
2a02:908:1266:c2a0:6b44:d83:2ede:f6ff;6830;LIBERTYGLOBAL - Liberty Global B.V.
2a02:908:1860:a0a0:d63f:cbff:fe7f:d874;6830;LIBERTYGLOBAL - Liberty Global B.V.
2a02:908:1864:c300:d63f:cbff:fe9b:d4b8;6830;LIBERTYGLOBAL - Liberty Global B.V.
2a02:908:2130:d080:9ec8:fcff:fe50:c5e2;6830;LIBERTYGLOBAL - Liberty Global B.V.
