ip;asn;holder
96.110.38.114;7922;COMCAST-7922
62.3.89.162;13037;ZEN-AS - Zen Internet Ltd
62.3.86.13;13037;ZEN-AS - Zen Internet Ltd
51.148.73.58;13037;ZEN-AS - Zen Internet Ltd
51.148.73.214;13037;ZEN-AS - Zen Internet Ltd
51.148.73.136;13037;ZEN-AS - Zen Internet Ltd
194.109.7.73;3265;XS4ALL-NL - Xs4all Internet BV
167.179.148.1;4764;WIDEBAND-AS-AP Aussie Broadband
180.150.1.152;4764;WIDEBAND-AS-AP Aussie Broadband
10.255.0.200;-1;NO HOLDER
195.166.130.250;6871;PLUSNET - British Telecommunications PLC
84.93.253.87;6871;PLUSNET - British Telecommunications PLC
62.172.103.164;2856;BT-UK-AS - British Telecommunications PLC
185.215.75.9;210104;WAWTEL-AS - Wawtel Sp. z o.o.
213.248.89.204;1299;TELIANET - Telia Company AB
10.129.89.49;-1;NO HOLDER
10.130.32.5;-1;NO HOLDER
10.0.69.5;-1;NO HOLDER
103.245.68.35;131442;DIGITALNETWORK-IN Digital Network Associates Pvt Ltd
103.245.68.33;131442;DIGITALNETWORK-IN Digital Network Associates Pvt Ltd
182.74.246.81;9498;BBIL-AP BHARTI Airtel Ltd.
182.79.203.20;-1;NO HOLDER
182.79.223.54;9498;BBIL-AP BHARTI Airtel Ltd.
37.120.223.97;9009;M247 - M247 Ltd
37.120.220.134;-1;NO HOLDER
185.206.226.92;9009;M247 - M247 Ltd
62.115.176.146;1299;TELIANET - Telia Company AB
84.193.80.1;6848;TELENET-AS - Telenet BVBA
213.224.204.249;6848;TELENET-AS - Telenet BVBA
192.168.42.100;-1;NO HOLDER
62.155.246.180;3320;DTAG - Deutsche Telekom AG
217.5.118.22;3320;DTAG - Deutsche Telekom AG
10.64.242.138;-1;NO HOLDER
212.179.37.1;8551;BEZEQ-INTERNATIONAL-AS - Bezeq International-Ltd
10.250.1.10;-1;NO HOLDER
62.219.189.201;8551;BEZEQ-INTERNATIONAL-AS - Bezeq International-Ltd
62.219.189.186;8551;BEZEQ-INTERNATIONAL-AS - Bezeq International-Ltd
10.116.1.1;-1;NO HOLDER
176.22.62.4;3292;TDC - TDC A/S
83.88.1.133;3292;TDC - TDC A/S
10.21.11.1;-1;NO HOLDER
10.194.0.1;-1;NO HOLDER
195.202.135.93;8339;KABSI-AS - kabelplus GmbH
195.202.135.145;8339;KABSI-AS - kabelplus GmbH
195.202.134.233;8339;KABSI-AS - kabelplus GmbH
192.171.13.1;25769;GVTEL
64.235.65.61;25769;GVTEL
64.235.65.58;25769;GVTEL
162.211.40.205;36374;STELLAR-ASSOCIATION
117.97.128.1;24560;AIRTELBROADBAND-AS-AP Bharti Airtel Ltd.
122.185.42.193;9498;BBIL-AP BHARTI Airtel Ltd.
182.79.161.213;9498;BBIL-AP BHARTI Airtel Ltd.
172.23.3.1;-1;NO HOLDER
94.127.30.0;21283;A1SI-AS - A1 Slovenija telekomunikacijske storitve,d.d.
80.120.167.29;8447;TELEKOM-AT - A1 Telekom Austria AG
195.3.64.49;8447;TELEKOM-AT - A1 Telekom Austria AG
60.243.52.1;17488;HATHWAY-NET-AP Hathway IP Over Cable Internet
202.88.152.245;17488;HATHWAY-NET-AP Hathway IP Over Cable Internet
136.232.29.73;55836;RELIANCEJIO-IN Reliance Jio Infocomm Limited
10.70.80.197;-1;NO HOLDER
10.70.80.225;-1;NO HOLDER
172.69.104.254;13335;CLOUDFLARENET
172.31.255.254;-1;NO HOLDER
5.5.5.1;6805;TDDE-ASN1 - Telefonica Germany GmbH & Co.OHG
128.199.191.254;14061;DIGITALOCEAN-ASN
138.197.251.42;-1;NO HOLDER
138.197.251.37;-1;NO HOLDER
138.197.245.14;-1;NO HOLDER
192.168.0.10;-1;NO HOLDER
10.12.5.10;-1;NO HOLDER
192.36.39.1;57169;EDIS-AS-EU - EDIS GmbH
62.115.175.26;1299;TELIANET - Telia Company AB
62.115.112.198;1299;TELIANET - Telia Company AB
10.5.71.1;-1;NO HOLDER
192.168.126.149;-1;NO HOLDER
192.168.126.142;-1;NO HOLDER
186.177.80.137;20299;Newcom Limited
10.30.1.1;-1;NO HOLDER
198.32.243.60;-1;NO HOLDER
10.106.108.100;-1;NO HOLDER
79.128.242.57;6799;OTENET-GR - Ote SA (Hellenic Telecommunications Organisation)
79.128.228.205;6799;OTENET-GR - Ote SA (Hellenic Telecommunications Organisation)
79.128.36.228;6799;OTENET-GR - Ote SA (Hellenic Telecommunications Organisation)
79.128.228.206;6799;OTENET-GR - Ote SA (Hellenic Telecommunications Organisation)
79.128.228.61;6799;OTENET-GR - Ote SA (Hellenic Telecommunications Organisation)
188.230.128.1;34779;T-2-AS - T-2, d.o.o.
84.255.209.161;34779;T-2-AS - T-2, d.o.o.
84.255.211.82;34779;T-2-AS - T-2, d.o.o.
86.49.1.161;6830;LIBERTYGLOBAL - Liberty Global B.V.
84.116.220.246;6830;LIBERTYGLOBAL - Liberty Global B.V.
84.116.221.41;6830;LIBERTYGLOBAL - Liberty Global B.V.
84.116.221.37;6830;LIBERTYGLOBAL - Liberty Global B.V.
172.20.19.1;-1;NO HOLDER
62.38.96.150;3329;HOL-GR - VODAFONE-PANAFON HELLENIC TELECOMMUNICATIONS COMPANY SA
10.23.96.1;-1;NO HOLDER
213.221.195.190;15600;FINECOM - Quickline AG
192.168.1.10;-1;NO HOLDER
80.121.143.254;8447;TELEKOM-AT - A1 Telekom Austria AG
195.3.74.101;8447;TELEKOM-AT - A1 Telekom Austria AG
195.3.64.141;8447;TELEKOM-AT - A1 Telekom Austria AG
207.109.2.14;209;CENTURYLINK-US-LEGACY-QWEST
207.109.3.105;209;CENTURYLINK-US-LEGACY-QWEST
4.68.38.177;3356;LEVEL3
90.183.197.126;5610;O2-CZECH-REPUBLIC - O2 Czech Republic, a.s.
194.228.190.160;5610;O2-CZECH-REPUBLIC - O2 Czech Republic, a.s.
213.245.255.17;21502;ASN-NUMERICABLE - SFR SA
77.154.238.97;15557;LDCOMNET - SFR SA
77.136.10.194;15557;LDCOMNET - SFR SA
10.242.2.153;-1;NO HOLDER
200.0.17.160;-1;NO HOLDER
200.0.17.181;-1;NO HOLDER
90.183.197.122;5610;O2-CZECH-REPUBLIC - O2 Czech Republic, a.s.
194.228.190.5;5610;O2-CZECH-REPUBLIC - O2 Czech Republic, a.s.
194.228.190.57;5610;O2-CZECH-REPUBLIC - O2 Czech Republic, a.s.
194.228.190.42;5610;O2-CZECH-REPUBLIC - O2 Czech Republic, a.s.
192.168.216.1;-1;NO HOLDER
213.250.19.90;5603;SIOL-NET - Telekom Slovenije, d.d.
95.176.253.0;5603;SIOL-NET - Telekom Slovenije, d.d.
192.168.212.1;-1;NO HOLDER
10.0.28.253;-1;NO HOLDER
184.105.24.41;6939;HURRICANE
206.108.115.16;-1;NO HOLDER
195.190.228.131;-1;NO HOLDER
10.0.0.253;-1;NO HOLDER
213.51.196.101;33915;TNF-AS - Vodafone Libertel B.V.
213.51.158.2;33915;TNF-AS - Vodafone Libertel B.V.
10.11.12.254;-1;NO HOLDER
96.120.49.73;7922;COMCAST-7922
68.85.201.121;7922;COMCAST-7922
162.151.138.93;7922;COMCAST-7922
80.241.17.209;6830;LIBERTYGLOBAL - Liberty Global B.V.
84.116.218.61;6830;LIBERTYGLOBAL - Liberty Global B.V.
213.46.173.125;6830;LIBERTYGLOBAL - Liberty Global B.V.
85.145.240.1;50266;TMOBILE-THUIS - T-Mobile Thuis BV
84.45.170.209;8468;ENTANET - ENTANET International Limited
78.33.253.139;8468;ENTANET - ENTANET International Limited
78.33.252.129;8468;ENTANET - ENTANET International Limited
188.39.127.244;8468;ENTANET - ENTANET International Limited
10.3.1.1;-1;NO HOLDER
85.16.121.42;9145;EWETEL - EWE TEL GmbH
85.16.251.240;9145;EWETEL - EWE TEL GmbH
80.228.90.37;9145;EWETEL - EWE TEL GmbH
10.200.2.70;-1;NO HOLDER
192.168.48.254;-1;NO HOLDER
192.168.12.254;-1;NO HOLDER
217.145.199.1;12426;MADNET-AS - Slovanet a.s.
195.80.185.238;8778;SLOVANET - Slovanet a.s.
195.190.228.107;-1;NO HOLDER
10.13.64.1;-1;NO HOLDER
193.229.31.49;719;ELISA-AS - Elisa Oyj
213.19.58.193;28851;FORTECH-CZ - Nordic Telecom s.r.o
213.19.1.65;28851;FORTECH-CZ - Nordic Telecom s.r.o
213.19.0.177;28851;FORTECH-CZ - Nordic Telecom s.r.o
88.86.99.2;39392;SUPERNETWORK - SuperNetwork s.r.o.
88.86.99.1;39392;SUPERNETWORK - SuperNetwork s.r.o.
149.6.24.1;174;COGENT-174
192.168.0.100;-1;NO HOLDER
100.64.0.1;-1;NO HOLDER
92.60.0.44;-1;NO HOLDER
92.60.0.233;-1;NO HOLDER
2.190.0.1;58224;TCI - Iran Telecommunication Company PJS
188.211.32.32;58224;TCI - Iran Telecommunication Company PJS
10.21.252.18;-1;NO HOLDER
10.22.22.225;-1;NO HOLDER
100.115.0.1;-1;NO HOLDER
172.19.16.65;-1;NO HOLDER
172.19.18.86;-1;NO HOLDER
172.19.18.89;-1;NO HOLDER
172.19.17.29;-1;NO HOLDER
172.19.17.194;-1;NO HOLDER
10.202.4.57;-1;NO HOLDER
10.21.21.22;-1;NO HOLDER
10.21.212.20;-1;NO HOLDER
10.110.31.61;-1;NO HOLDER
10.110.28.18;-1;NO HOLDER
10.110.31.25;-1;NO HOLDER
10.110.31.21;-1;NO HOLDER
10.110.31.17;-1;NO HOLDER
10.110.32.65;-1;NO HOLDER
89.203.240.5;25512;CDT-AS - CD-Telematika a.s.
89.203.240.1;25512;CDT-AS - CD-Telematika a.s.
185.246.151.250;204570;HORNACKYNET - Vratislav Kriz
77.48.21.161;6830;LIBERTYGLOBAL - Liberty Global B.V.
83.128.16.2;15435;KABELFOON - DELTA Fiber Nederland B.V.
10.142.0.1;-1;NO HOLDER
195.202.135.1;8339;KABSI-AS - kabelplus GmbH
195.202.134.205;8339;KABSI-AS - kabelplus GmbH
10.114.13.1;-1;NO HOLDER
109.237.224.56;50449;RU-KVANTZ - Limited Liability Company "Kvant"
109.237.224.1;50449;RU-KVANTZ - Limited Liability Company "Kvant"
188.254.101.25;12389;ROSTELECOM-AS - PJSC Rostelecom
10.69.42.1;-1;NO HOLDER
142.254.218.101;11351;TWC-11351-NORTHEAST
24.58.233.77;11351;TWC-11351-NORTHEAST
24.58.49.64;11351;TWC-11351-NORTHEAST
24.58.32.74;11351;TWC-11351-NORTHEAST
80.10.237.145;-1;NO HOLDER
193.253.92.181;-1;NO HOLDER
142.254.237.93;20001;TWC-20001-PACWEST
24.30.168.81;20001;TWC-20001-PACWEST
72.129.19.14;20001;TWC-20001-PACWEST
72.129.17.0;20001;TWC-20001-PACWEST
172.18.16.172;-1;NO HOLDER
172.18.19.232;-1;NO HOLDER
172.19.177.50;-1;NO HOLDER
172.19.177.4;-1;NO HOLDER
195.218.75.241;719;ELISA-AS - Elisa Oyj
172.17.81.32;-1;NO HOLDER
172.17.80.58;-1;NO HOLDER
172.19.184.142;-1;NO HOLDER
123.176.1.106;7642;DHIRAAGU-MV-AP DHIVEHI RAAJJEYGE GULHUN PLC
202.1.206.17;7642;DHIRAAGU-MV-AP DHIVEHI RAAJJEYGE GULHUN PLC
10.4.7.254;-1;NO HOLDER
188.156.162.53;5483;MAGYAR-TELEKOM-MAIN-AS - Magyar Telekom plc.
145.236.238.158;5483;MAGYAR-TELEKOM-MAIN-AS - Magyar Telekom plc.
81.183.0.37;5483;MAGYAR-TELEKOM-MAIN-AS - Magyar Telekom plc.
81.183.3.89;5483;MAGYAR-TELEKOM-MAIN-AS - Magyar Telekom plc.
80.157.204.37;3320;DTAG - Deutsche Telekom AG
217.239.55.149;3320;DTAG - Deutsche Telekom AG
80.156.160.134;3320;DTAG - Deutsche Telekom AG
212.133.7.166;3356;LEVEL3
192.168.40.6;-1;NO HOLDER
10.42.59.254;-1;NO HOLDER
10.166.179.1;-1;NO HOLDER
10.22.200.11;-1;NO HOLDER
172.31.255.1;-1;NO HOLDER
69.169.152.1;29933;OFF-CAMPUS-TELECOMMUNICATIONS
97.75.190.164;29933;OFF-CAMPUS-TELECOMMUNICATIONS
97.75.190.194;29933;OFF-CAMPUS-TELECOMMUNICATIONS
97.75.190.147;29933;OFF-CAMPUS-TELECOMMUNICATIONS
204.228.158.17;6315;XMISSION
94.227.80.1;6848;TELENET-AS - Telenet BVBA
213.224.205.153;6848;TELENET-AS - Telenet BVBA
92.106.136.1;3303;SWISSCOM - Swisscom (Schweiz) AG
10.140.40.174;-1;NO HOLDER
192.168.189.1;-1;NO HOLDER
10.21.32.1;-1;NO HOLDER
213.221.197.96;15600;FINECOM - Quickline AG
10.132.220.1;-1;NO HOLDER
172.18.9.218;-1;NO HOLDER
213.57.0.114;12849;HOTNET-IL - Hot-Net internet services Ltd.
92.211.112.1;3209;VODANET - Vodafone GmbH
188.111.169.14;3209;VODANET - Vodafone GmbH
92.79.214.18;3209;VODANET - Vodafone GmbH
62.155.245.19;3320;DTAG - Deutsche Telekom AG
217.0.198.209;3320;DTAG - Deutsche Telekom AG
62.52.201.188;6805;TDDE-ASN1 - Telefonica Germany GmbH & Co.OHG
62.53.22.204;6805;TDDE-ASN1 - Telefonica Germany GmbH & Co.OHG
62.53.8.221;6805;TDDE-ASN1 - Telefonica Germany GmbH & Co.OHG
79.160.116.132;29695;ALTIBOX_AS - Altibox AS
192.168.171.1;-1;NO HOLDER
10.96.10.81;-1;NO HOLDER
141.208.195.169;1759;TSF-IP-CORE - Telia Finland Oyj
62.115.44.164;1299;TELIANET - Telia Company AB
62.115.122.170;1299;TELIANET - Telia Company AB
62.115.61.198;1299;TELIANET - Telia Company AB
172.27.25.5;-1;NO HOLDER
96.120.105.13;7922;COMCAST-7922
24.124.177.73;7922;COMCAST-7922
96.110.6.105;7922;COMCAST-7922
10.25.29.12;-1;NO HOLDER
91.157.120.2;719;ELISA-AS - Elisa Oyj
192.168.141.1;-1;NO HOLDER
213.157.2.17;12897;ENTEGAMEDIANET - ENTEGA Medianet GmbH
95.131.96.233;12897;ENTEGAMEDIANET - ENTEGA Medianet GmbH
95.131.96.165;12897;ENTEGAMEDIANET - ENTEGA Medianet GmbH
62.115.156.172;1299;TELIANET - Telia Company AB
62.115.116.16;1299;TELIANET - Telia Company AB
62.115.124.23;1299;TELIANET - Telia Company AB
172.16.2.1;-1;NO HOLDER
82.102.128.60;12400;PARTNER-AS - Partner Communications Ltd.
82.102.132.86;12400;PARTNER-AS - Partner Communications Ltd.
212.199.6.161;9116;GOLDENLINES-ASN - Partner Communications Ltd.
80.179.165.77;9116;GOLDENLINES-ASN - Partner Communications Ltd.
10.222.228.54;-1;NO HOLDER
217.221.48.221;8968;BT-ITALIA - BT Italia S.p.A.
213.255.9.25;8968;BT-ITALIA - BT Italia S.p.A.
10.161.15.1;-1;NO HOLDER
78.129.126.249;12392;ASBRUTELE - Brutele SC
86.115.0.2;1759;TSF-IP-CORE - Telia Finland Oyj
62.115.143.50;1299;TELIANET - Telia Company AB
192.168.144.1;-1;NO HOLDER
10.22.26.149;-1;NO HOLDER
172.16.5.1;-1;NO HOLDER
93.79.128.1;25229;VOLIA-AS - Kyivski Telekomunikatsiyni Merezhi LLC
77.121.3.18;25229;VOLIA-AS - Kyivski Telekomunikatsiyni Merezhi LLC
77.121.3.1;25229;VOLIA-AS - Kyivski Telekomunikatsiyni Merezhi LLC
77.120.0.116;25229;VOLIA-AS - Kyivski Telekomunikatsiyni Merezhi LLC
87.245.237.56;9002;RETN-AS - RETN Limited
124.155.81.123;4685;ASAHI-NET Asahi Net
124.155.81.89;4685;ASAHI-NET Asahi Net
124.155.81.6;4685;ASAHI-NET Asahi Net
202.224.51.21;4685;ASAHI-NET Asahi Net
202.224.51.13;4685;ASAHI-NET Asahi Net
202.224.51.34;4685;ASAHI-NET Asahi Net
202.224.51.154;4685;ASAHI-NET Asahi Net
172.20.0.1;-1;NO HOLDER
174.127.243.129;54858;AS-SBI
216.243.28.205;11404;AS-WAVE-1
174.127.149.137;11404;AS-WAVE-1
192.168.0.60;-1;NO HOLDER
95.165.128.1;25513;ASN-MGTS-USPD - PJSC Moscow city telephone network
77.21.222.254;3209;VODANET - Vodafone GmbH
83.169.158.246;3209;VODANET - Vodafone GmbH
83.169.156.0;3209;VODANET - Vodafone GmbH
145.254.3.122;3209;VODANET - Vodafone GmbH
62.155.246.155;3320;DTAG - Deutsche Telekom AG
217.5.118.2;3320;DTAG - Deutsche Telekom AG
10.203.11.1;-1;NO HOLDER
96.120.118.1;7922;COMCAST-7922
68.85.246.165;7922;COMCAST-7922
68.85.87.197;7922;COMCAST-7922
69.241.81.138;7922;COMCAST-7922
46.5.226.1;6830;LIBERTYGLOBAL - Liberty Global B.V.
81.210.148.228;6830;LIBERTYGLOBAL - Liberty Global B.V.
84.116.191.173;6830;LIBERTYGLOBAL - Liberty Global B.V.
172.16.50.1;-1;NO HOLDER
213.29.94.201;5588;GTSCE - T-Mobile Czech Republic a.s.
10.15.5.254;-1;NO HOLDER
10.73.192.1;-1;NO HOLDER
192.168.1.100;-1;NO HOLDER
210.246.35.254;9500;VODAFONE-TRANSIT-AS Vodafone NZ Ltd.
203.167.245.102;4768;VFNZ-INET-AS Vodafone NZ Ltd
203.167.245.101;4768;VFNZ-INET-AS Vodafone NZ Ltd
198.41.236.254;13335;CLOUDFLARENET
198.41.236.253;13335;CLOUDFLARENET
62.155.243.156;3320;DTAG - Deutsche Telekom AG
10.0.70.1;-1;NO HOLDER
213.205.52.38;8612;TISCALI-IT - Tiscali Italia S.P.A.
213.205.55.193;8612;TISCALI-IT - Tiscali Italia S.P.A.
213.205.55.161;8612;TISCALI-IT - Tiscali Italia S.P.A.
213.205.55.133;8612;TISCALI-IT - Tiscali Italia S.P.A.
94.32.126.29;8612;TISCALI-IT - Tiscali Italia S.P.A.
10.96.0.1;-1;NO HOLDER
172.27.14.52;-1;NO HOLDER
172.27.14.34;-1;NO HOLDER
68.1.4.42;22773;ASN-CXA-ALL-CCI-22773-RDC
141.101.73.251;13335;CLOUDFLARENET
89.79.72.1;6830;LIBERTYGLOBAL - Liberty Global B.V.
89.75.4.113;6830;LIBERTYGLOBAL - Liberty Global B.V.
84.116.193.134;6830;LIBERTYGLOBAL - Liberty Global B.V.
84.116.192.105;6830;LIBERTYGLOBAL - Liberty Global B.V.
172.18.56.120;-1;NO HOLDER
172.18.57.124;-1;NO HOLDER
172.19.184.128;-1;NO HOLDER
172.19.177.40;-1;NO HOLDER
172.19.177.2;-1;NO HOLDER
198.18.14.1;-1;NO HOLDER
10.35.84.161;-1;NO HOLDER
141.208.25.78;1759;TSF-IP-CORE - Telia Finland Oyj
212.51.129.1;13030;INIT7 - Init7 (Switzerland) Ltd.
82.197.164.184;13030;INIT7 - Init7 (Switzerland) Ltd.
77.109.181.128;13030;INIT7 - Init7 (Switzerland) Ltd.
82.197.164.214;13030;INIT7 - Init7 (Switzerland) Ltd.
192.168.70.254;-1;NO HOLDER
77.234.124.1;42885;PARTEL - Paraisten Puhelin Oy
77.234.109.249;42885;PARTEL - Paraisten Puhelin Oy
87.236.154.76;47605;FNE-AS - FNE-Finland Ltd
87.236.158.165;47605;FNE-AS - FNE-Finland Ltd
87.236.158.144;47605;FNE-AS - FNE-Finland Ltd
62.156.244.49;3320;DTAG - Deutsche Telekom AG
62.156.247.178;3320;DTAG - Deutsche Telekom AG
217.0.198.205;3320;DTAG - Deutsche Telekom AG
85.16.121.45;9145;EWETEL - EWE TEL GmbH
85.16.251.196;9145;EWETEL - EWE TEL GmbH
80.228.90.49;9145;EWETEL - EWE TEL GmbH
212.6.114.38;9145;EWETEL - EWE TEL GmbH
10.3.64.1;-1;NO HOLDER
200.239.53.217;11888;Television Internacional
10.254.1.13;-1;NO HOLDER
200.239.53.214;11888;Television Internacional
200.239.53.222;11888;Television Internacional
207.248.46.250;11888;Television Internacional
80.10.234.65;-1;NO HOLDER
193.253.85.234;-1;NO HOLDER
193.252.101.145;-1;NO HOLDER
193.251.129.198;5511;OPENTRANSIT - Orange S.A.
10.0.22.1;-1;NO HOLDER
10.12.1.89;-1;NO HOLDER
10.12.1.9;-1;NO HOLDER
212.23.128.181;12329;TMR - Telekommunikation Mittleres Ruhrgebiet GmbH
212.23.142.165;12329;TMR - Telekommunikation Mittleres Ruhrgebiet GmbH
212.23.142.174;12329;TMR - Telekommunikation Mittleres Ruhrgebiet GmbH
62.214.63.177;8881;VERSATEL - 1&1 Versatel Deutschland GmbH
62.214.36.172;8881;VERSATEL - 1&1 Versatel Deutschland GmbH
192.168.91.254;-1;NO HOLDER
86.72.220.1;15557;LDCOMNET - SFR SA
77.154.231.10;15557;LDCOMNET - SFR SA
179.127.143.86;28146;MHNET TELECOM
192.168.255.18;-1;NO HOLDER
10.125.7.81;-1;NO HOLDER
10.222.6.174;-1;NO HOLDER
200.186.11.213;3549;LVLT-3549
4.69.220.18;3356;LEVEL3
4.68.74.14;3356;LEVEL3
195.22.219.31;6762;SEABONE-NET - TELECOM ITALIA SPARKLE S.p.A.
149.3.181.121;6762;SEABONE-NET - TELECOM ITALIA SPARKLE S.p.A.
27.85.212.45;2516;KDDI KDDI CORPORATION
27.80.241.109;2516;KDDI KDDI CORPORATION
27.86.120.218;2516;KDDI KDDI CORPORATION
210.171.224.134;7527;JPIX Japan Internet Exchange Co.
96.120.88.193;7922;COMCAST-7922
96.110.178.141;7922;COMCAST-7922
69.139.198.129;7922;COMCAST-7922
162.151.78.177;7922;COMCAST-7922
10.64.0.1;-1;NO HOLDER
91.90.44.1;50304;BLIX - Blix Solutions AS
31.169.49.145;50304;BLIX - Blix Solutions AS
89.27.64.1;16086;DNA - DNA Oyj
62.78.124.2;16086;DNA - DNA Oyj
62.78.113.32;16086;DNA - DNA Oyj
199.9.1.222;668;DNIC-AS-00668
10.31.0.1;-1;NO HOLDER
38.142.208.145;174;COGENT-174
154.54.28.66;174;COGENT-174
154.24.43.102;174;COGENT-174
38.140.240.42;174;COGENT-174
172.16.14.78;-1;NO HOLDER
31.55.185.176;2856;BT-UK-AS - British Telecommunications PLC
195.99.127.154;2856;BT-UK-AS - British Telecommunications PLC
109.159.252.160;2856;BT-UK-AS - British Telecommunications PLC
172.16.30.1;-1;NO HOLDER
31.129.246.249;50130;SYNDICATE-AS - FOP Samoilenko Igor Olegovich
80.93.119.105;35320;ETT-AS - Eurotranstelecom Ltd
192.168.11.100;-1;NO HOLDER
91.153.154.2;719;ELISA-AS - Elisa Oyj
77.22.193.254;3209;VODANET - Vodafone GmbH
83.169.158.54;3209;VODANET - Vodafone GmbH
88.134.194.77;3209;VODANET - Vodafone GmbH
10.31.88.1;-1;NO HOLDER
100.127.74.188;-1;NO HOLDER
100.120.100.18;-1;NO HOLDER
193.239.20.2;3303;SWISSCOM - Swisscom (Schweiz) AG
193.239.21.225;3303;SWISSCOM - Swisscom (Schweiz) AG
193.5.122.51;-1;NO HOLDER
138.187.133.42;3303;SWISSCOM - Swisscom (Schweiz) AG
138.187.129.70;3303;SWISSCOM - Swisscom (Schweiz) AG
172.19.191.1;-1;NO HOLDER
96.120.66.197;7922;COMCAST-7922
24.124.212.225;7922;COMCAST-7922
96.108.45.74;7922;COMCAST-7922
96.110.22.85;7922;COMCAST-7922
172.18.50.1;-1;NO HOLDER
10.54.0.1;-1;NO HOLDER
185.89.137.153;12709;MELITACABLE - Melita Limited
185.89.136.18;12709;MELITACABLE - Melita Limited
62.115.12.54;1299;TELIANET - Telia Company AB
10.29.88.1;-1;NO HOLDER
79.128.226.181;6799;OTENET-GR - Ote SA (Hellenic Telecommunications Organisation)
79.128.248.181;6799;OTENET-GR - Ote SA (Hellenic Telecommunications Organisation)
10.66.38.1;-1;NO HOLDER
10.66.54.133;-1;NO HOLDER
79.128.227.56;6799;OTENET-GR - Ote SA (Hellenic Telecommunications Organisation)
79.128.224.61;6799;OTENET-GR - Ote SA (Hellenic Telecommunications Organisation)
172.17.35.74;-1;NO HOLDER
172.17.35.90;-1;NO HOLDER
212.69.63.54;12496;IDNET - Infinity Developments Limited
212.69.63.126;12496;IDNET - Infinity Developments Limited
100.88.127.253;-1;NO HOLDER
109.195.200.59;39028;ULSK-AS - JSC "ER-Telecom Holding"
172.16.19.141;-1;NO HOLDER
81.139.58.176;2856;BT-UK-AS - British Telecommunications PLC
213.121.192.82;2856;BT-UK-AS - British Telecommunications PLC
194.72.16.136;2856;BT-UK-AS - British Telecommunications PLC
91.210.98.61;50712;KAVKAZNET - Kavkaz Internet Service Ltd.
91.210.98.197;50712;KAVKAZNET - Kavkaz Internet Service Ltd.
188.43.1.14;20485;TRANSTELECOM - Joint Stock Company TransTeleCom
45.61.99.194;395570;FIBRESTREAM
180.150.64.1;4764;WIDEBAND-AS-AP Aussie Broadband
180.150.1.186;4764;WIDEBAND-AS-AP Aussie Broadband
172.22.112.1;-1;NO HOLDER
92.73.20.1;3209;VODANET - Vodafone GmbH
188.111.222.110;3209;VODANET - Vodafone GmbH
96.120.49.45;7922;COMCAST-7922
68.86.234.145;7922;COMCAST-7922
162.151.138.178;7922;COMCAST-7922
162.151.138.169;7922;COMCAST-7922
111.69.7.69;23655;SNAP-NZ-AS Snap Internet Limited
81.28.195.254;24904;KWAOO - K-NET SARL
130.180.51.241;6830;LIBERTYGLOBAL - Liberty Global B.V.
62.143.12.1;6830;LIBERTYGLOBAL - Liberty Global B.V.
81.210.147.180;6830;LIBERTYGLOBAL - Liberty Global B.V.
84.116.197.6;6830;LIBERTYGLOBAL - Liberty Global B.V.
84.116.197.10;6830;LIBERTYGLOBAL - Liberty Global B.V.
10.0.3.1;-1;NO HOLDER
62.155.245.67;3320;DTAG - Deutsche Telekom AG
10.23.0.1;-1;NO HOLDER
213.221.197.215;15600;FINECOM - Quickline AG
142.254.144.49;10796;TWC-10796-MIDWEST
24.29.0.57;10796;TWC-10796-MIDWEST
65.29.38.116;10796;TWC-10796-MIDWEST
65.29.1.44;10796;TWC-10796-MIDWEST
66.109.5.136;7843;TWC-7843-BB
10.0.4.1;-1;NO HOLDER
141.208.27.78;1759;TSF-IP-CORE - Telia Finland Oyj
100.127.1.13;-1;NO HOLDER
185.22.46.72;60294;DE-DGW - Deutsche Glasfaser Wholesale GmbH
62.115.38.12;1299;TELIANET - Telia Company AB
213.248.100.154;1299;TELIANET - Telia Company AB
95.96.212.1;6830;LIBERTYGLOBAL - Liberty Global B.V.
212.142.53.177;6830;LIBERTYGLOBAL - Liberty Global B.V.
213.51.7.100;33915;TNF-AS - Vodafone Libertel B.V.
10.66.36.177;-1;NO HOLDER
10.66.154.197;-1;NO HOLDER
80.251.201.33;44034;HI3G - Hi3G Access AB
90.64.216.1;15962;OSK-DNI - Orange Slovensko a.s.
192.168.115.201;-1;NO HOLDER
213.151.198.57;15962;OSK-DNI - Orange Slovensko a.s.
213.151.198.94;15962;OSK-DNI - Orange Slovensko a.s.
178.192.4.1;3303;SWISSCOM - Swisscom (Schweiz) AG
10.140.41.138;-1;NO HOLDER
193.134.95.210;-1;NO HOLDER
138.187.129.244;3303;SWISSCOM - Swisscom (Schweiz) AG
138.187.129.243;3303;SWISSCOM - Swisscom (Schweiz) AG
62.20.137.129;3301;TELIANET-SWEDEN - Telia Company AB
81.228.91.207;3301;TELIANET-SWEDEN - Telia Company AB
10.13.37.254;-1;NO HOLDER
151.6.2.29;1267;ASN-WINDTRE - WIND TRE S.P.A.
151.6.1.113;1267;ASN-WINDTRE - WIND TRE S.P.A.
192.168.103.1;-1;NO HOLDER
10.160.65.129;-1;NO HOLDER
212.142.52.9;6830;LIBERTYGLOBAL - Liberty Global B.V.
10.10.16.1;-1;NO HOLDER
